screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason
PUBMED_0863,39768260,"Development of Biomimetic Substrates for Limbal Epithelial Stem Cells Using Collagen-Based Films, Hyaluronic Acid, Immortalized Cells, and Macromolecular Crowding.","Despite the promising potential of cell-based therapies developed using tissue engineering techniques to treat a wide range of diseases, including limbal stem cell deficiency (LSCD), which leads to corneal blindness, their commercialization remains constrained. This is primarily attributable to the limited cell sources, the use of non-standardizable, unscalable, and unsustainable techniques, and the extended manufacturing processes required to produce transplantable tissue-like surrogates. Herein, we present the first demonstration of the potential of a novel approach combining collagen films (CF), hyaluronic acid (HA), human telomerase-immortalized limbal epithelial stem cells (T-LESCs), and macromolecular crowding (MMC) to develop innovative biomimetic substrates for limbal epithelial stem cells (LESCs). The initial step involved the fabrication and characterization of CF and CF enriched with HA (CF-HA). Subsequently, T-LESCs were seeded on CF, CF-HA, and tissue culture plastic (TCP). Thereafter, the effect of these matrices on basic cellular function and tissue-specific extracellular matrix (ECM) deposition with or without MMC was evaluated. The viability and metabolic activity of cells cultured on CF, CF-HA, and TCP were found to be similar, while CF-HA induced the highest (p < 0.05) cell proliferation. It is notable that CF and HA induced cell growth, whereas MMC increased (p < 0.05) the deposition of collagen IV, fibronectin, and laminin in the T-LESC culture. The data highlight the potential of, in particular, immortalized cells and MMC for the development of biomimetic cell culture substrates, which could be utilized in ocular surface reconstruction following further in vitro, in vivo, and clinical validation of the approach.",2024,"Life (Basel, Switzerland)",10.3390/life14121552,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; film; construct; limbal; limbal stem; lsc; rat; in vivo; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0881,39865725,Photocontrolled Bionic Micro-Nano Hydrogel System used Novel Functional Strategy for Cell Delivery and Large-Scale Corneal Repair.,"Reproducing the microstructure of the natural cornea remains a significant challenge in achieving the mechanical and biological functionality of artificial corneas. Therefore, the development of cascade structures that mimic the natural extracellular matrix (ECM), achieving both macro-stability and micro-structure, is of critical importance. This study proposes a novel, efficient, and general photo-functionalization strategy for modifying natural biomaterials. Collagen microfibers obtained through electrospinning are functionalized with an active N-Hydroxysuccinimide (NHS) ester, to impart light-curing ability. This approach expands the construction of photo-controllable hydrogel systems beyond conventional single methacrylate (MA) modifications or di-tyrosine bonding, enabling integration with other biomaterials for comprehensive ECM remodeling. Subsequently, the collagen microfibers are then photo-embedded into gelatin methacryloyl (GelMA) via covalent crosslinking to form a fibrous hydrogel, which supports both structural and functional requirements. In terms of biological functionality, the hydrogel promotes significant inward migration and retention of human corneal fibroblasts (hCFs), replicating ECM-like environments. Furthermore, its excellent burst resistance suggests potential as a bioadhesive. In a rabbit model, the hydrogel achieved effective repair of large-sized (6 mm) corneal defects, facilitates epithelial migration, and maintained long-term stability. This work provides valuable guidance for designing efficient and simplified bioactive materials for corneal repair and broader tissue engineering applications.",2025,Advanced healthcare materials,10.1002/adhm.202403444,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; construct; collagen; migration; rabbit; rat,Add to core candidate,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
PUBMED_0883,39884436,Engineering biocompatible carbon dots nano-enzymes hydrogel for efficient antioxidative and anti-inflammatory treatment of dry eye disease.,"Dry eye disease (DED) is a complex and multifactorial ocular surface disease. Reactive oxygen species (ROS) are of pivotal importance in the inflammatory processes and biological dysfunction associated with DED. In this study, an injectable hydrogel, designated as OHACDgel, was created by combining oxidized HA-containing aldehyde groups (OHA) and gelation (gel) via dynamic covalent linkages of the hydrazine bonds, is employed as the carrier, while polyethylene imine-functionalized carbon dots (PEI-CD) can form dynamic chemical bonds with the hydrogel, thus prolonging the retention time of the ocular surface. OHACDgel has been demonstrated to diminish ROS overproduction markedly, reduce the expression of pro-inflammatory factors, inhibit the transformation of macrophages into a pro-inflammatory phenotype, reverse corneal epithelial defects, restore goblet cell function, and enhance tear secretion. Furthermore, the biocompatibility of OHACDgel has been demonstrated, presenting a rapid and straightforward therapeutic option for potential applications in DED.",2025,Journal of controlled release : official journal of the Controlled Release Society,10.1016/j.jconrel.2025.01.081,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,carrier; hydrogel; corneal epithelial; ocular surface; rat,Add to core candidate,Exclude/background,Dry eye hydrogel nano-enzyme therapy; not epithelial/limbal reconstruction.
PUBMED_0890,39951297,Stiffness Regulates the Morphology and Stemness of Limbal Niche Cells Through Unique nYAP/cYAP Translocation.,"PURPOSE: To investigate the effect of matrix stiffness on the morphology and stem characters of maintenance and differentiation of limbal niche cells (LNCs) and the mechanisms involved. METHODS: Human LNCs were isolated, cultured, and identified based on published literature, and LNCs from passages 4 to 6 (P4-P6) were used in this study. They were coated with hydrogels of different concentrations to prepare matrices with different stiffnesses, and non-coated plate were used for the control group. Elastic modulus values were determined by atomic force microscopy (AFM). The expression of putative stem cell markers (SOX2, OCT4, PAX6) and fibrosis markers (α-SMA, COL1A1, S100A4) was analyzed by immunofluorescence and quantitative reverse-transcription PCR (RT-qPCR). The intracellular distribution and expression of Yes-associated protein (YAP) and drosophila mothers against decapentaplegic protein family members 2 and 3 (SMAD2/3) accordingly were analyzed using immunofluorescence and western blot. RESULTS: The elastic modulus values of plastic, low-concentration hydrogel-coated surfaces, and high-concentration hydrogel-coated surfaces were 3261.05 ± 172.78 MPa, 30.39 ± 5.84 kPa, and 6.99 ± 4.04 kPa, respectively; thus, they were referred to as the dish, stiff, and soft groups. Using an in vitro model to explore the effect of matrix stiffness on LNCs, we found that a soft substrate could activate YAP to change the morphology and elevate the stemness of LNCs, whereas activation of SMAD2/3 on a stiff substrate decreased nuclear YAP (nYAP) levels, leading to myofibroblast phenotype. Inhibition of SMAD2/3 on stiff substrates partially restored LNC stemness by promoting YAP nuclear translocation. CONCLUSIONS: Our findings confirm that matrix stiffness regulates the stemness and differentiation of LNCs through the YAP/SMAD signaling pathway, indicating a potential strategy for the treatment of limbal stem cell deficiency based on LNCs.",2025,Investigative ophthalmology & visual science,10.1167/iovs.66.2.43,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; hydrogel; limbal; limbal stem; rat,Add to core candidate,Exclude/background,"Mechanistic limbal niche stiffness paper; background/mechanism, not scaffold benchmark."
PUBMED_0903,40079491,In Vitro Evaluation of Gelatin-Based Hydrogels as Potential Fillers for Corneal Wounds.,"Corneal persistent epithelial defects are common ophthalmic injuries that can cause significant visual and structural damage. While diagnosis is straightforward, treatment remains challenging. Noninvasive therapies like eye drops are preferred, but severe neurotrophic keratopathy may require surgical interventions. This study explores gelatin-based hydrogels as noninvasive alternatives for corneal repair. Four photo-cross-linkable hydrogels with gelatin and riboflavin phosphate (RFP) were evaluated: a control and variants incorporating 2.5% dextran (D), 0.4% hyaluronic acid (HA), or 1% methylcellulose (MC). In vitro assessments included physicochemical properties, biocompatibility, and release kinetics alongside ex vivo wound healing assays. The gelatin-RFP hydrogel maintained corneal transparency, while additives reduced it. Dextran slowed compound release, and HA and MC reduced the release rate of larger molecules. All hydrogels showed excellent biocompatibility, and ex vivo models confirmed re-epithelialization, though slower than controls. The unmodified gelatin-RFP hydrogel demonstrated the best potential for corneal tissue engineering, supporting its future clinical translation.",2025,Biomacromolecules,10.1021/acs.biomac.4c01759,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; re-epithelialization; wound healing; transparency; rat; ex vivo; clinical,Add to core candidate,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
PUBMED_0931,40436750,Evaluation of mesenchymal stem cells as feeder cells for the cultivation of corneal epithelial cell sheets in dogs.,"Corneal epithelial cell sheet transplantation is a promising therapy for reconstructing the ocular surface in canines with severe corneal disease. Cultivation of these sheets typically requires feeder cells that support the proliferation and maintenance of immature epithelial cells by secreting growth factors. However, using conventional murine 3T3 fibroblasts as feeder cells raises ethical and safety concerns. This study investigated canine adipose-derived mesenchymal stem cells (cADMSCs) and bone marrow mesenchymal stem cells (cBMMSCs) as alternative feeder cells. Both MSCs were cultured alone or with canine corneal epithelial cells. Changes in epidermal growth factor, keratinocyte growth factor, and hepatocyte growth factor (HGF) expression in both MSC types were evaluated by quantitative polymerase chain reaction. HGF expression was further assessed by western blot and enzyme-linked immunosorbent assay. Canine corneal epithelial cell sheets were cultivated with cADMSCs, cBMMSCs, or 3T3 fibroblasts, or without feeder cells, and their structure and quality were evaluated histopathologically. Results showed that cADMSCs and cBMMSCs originally expressed soluble factors, and HGF mRNA expression significantly upregulated when co-cultured with epithelial cells. However, no significant differences in sheet structure or quality were observed among feeder types. In conclusion, cADMSCs and cBMMSCs are viable alternatives to 3T3 fibroblasts for cultivating canine corneal epithelial cell sheets. Canine corneal epithelial cells interact with MSCs and promote the secretion of soluble factors from MSCs to promote epithelial cell growth. Moreover, canine corneal epithelial cells may maintain their proliferative capacity and immature state independent of feeder cells.",2025,The Journal of veterinary medical science,10.1292/jvms.24-0532,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,sheet; construct; corneal epithelial; ocular surface; epithelial cell; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0960,40759789,Biogenic silver nanoparticles from chamomile incorporated in hydrogels for high transparent non-infectiveness contact lenses.,"Chamomile extract (CHA) was employed in the synthesis of silver nanoparticles (AgNPs(CHA)). These nanoparticles were incorporated into a hydroxyethyl methacrylate (pHEMA) matrix during polymerization at concentrations of 1 mg/mL (pHEMA@AgNPs(CHA)_1) and 2 mg/mL (pHEMA@AgNPs(CHA)_2). The resulting materials- AgNPs(CHA), pHEMA@AgNPs(CHA)_1, and pHEMA@AgNPs(CHA)_2 -were characterized using a plethora of analytical techniques, including Refractive Index (RI), X-ray fluorescence (XRF) spectroscopy, X-ray powder diffraction (XRPD), thermogravimetric-differential thermal analysis (TG-DTA), differential scanning calorimetry (DSC), ultraviolet-visible (UV-Vis) spectroscopy, and attenuated total reflection Fourier-transform infrared (ATR-FTIR) spectroscopy in the solid state, as well as UV-Vis spectroscopy in solution. XRPD analysis revealed a crystallite size of 8.02 nm, while the diameter of the nanoparticles, estimated using the λmax of the Surface Plasmon Resonance (SPR) spectrum, was 37 nm. The antimicrobial properties of the materials were evaluated against Gram-negative bacteria, Pseudomonas aeruginosa and Escherichia coli, as well as Gram-positive bacteria, Staphylococcus epidermidis and Staphylococcus aureus. These pathogens are commonly implicated in microbial keratitis. Antimicrobial efficacy was assessed using Minimum Inhibitory Concentration (MIC), Minimum Bactericidal Concentration (MBC), and Inhibitory Zones (IZs). The IZs for P. aeruginosa, E. coli, S. epidermidis, and S. aureus following incubation with paper discs soaked in 1 mg/mL of AgNPs(CHA) were 16.0 ± 0.6 mm, 11.1 ± 0.9 mm, 15.8 ± 1.2 mm, and 15.1 ± 0.2 mm, respectively. Bacterial viability after incubation with hydrogel discs of pHEMA@AgNPs(CHA)_1 showed reductions to 0.9 ± 0.2%, 100.0 ± 0.0%, 1.9 ± 1.0%, and 4.4 ± 1.5% for P. aeruginosa, E. coli, S. epidermidis, and S. aureus, respectively. Additionally, no toxic effects were observed on human corneal epithelial cells (HCECs). These findings suggest that pHEMA@AgNPs(CHA)_1 has potential as a promising candidate for developing non-infectious contact lenses.",2025,Journal of biological inorganic chemistry : JBIC : a publication of the Society of Biological Inorganic Chemistry,10.1007/s00775-025-02121-0,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; contact lens; corneal epithelial; epithelial cell; rat,Add to core candidate,Exclude/background,Contact lens hydrogel antimicrobial study; not tissue engineering.
PUBMED_0963,40777142,"Corneal surface reconstruction for the chemical injured eye by transplanting autologous cultivated limbal epithelial sheet ""Nepic(®)"".","BACKGROUND: ""Nepic(®)"" (Japan Tissue Engineering Co., Ltd., Gamagori, Japan) is an autologous cultivated limbal epithelial sheet, approved in 2020 in Japan for the reconstruction of the corneal surface in cases of limbal stem cell deficiency (LSCD). Because the surgical procedure known as cultivated limbal epithelial cell sheet transplantation (CLET) has only recently been introduced and the number of cases remains limited, accumulating clinical experience is essential to ensure the safety and success of this procedure. Herein, we report the clinical course of a patient with unilateral LSCD who underwent CLET for a corneal surface reconstruction using Nepic(®). CASE PRESENTATION: A 50-year-old man sustained bilateral eye injuries from mortar during construction work. The patient's right cornea exhibited LSCD. Initial treatment involved a 360° limbal transplantation with an allo-corneal graft at a university hospital. However, graft rejection occurred, and the corneal surface was subsequently covered by conjunctival tissue within 2 months. Because the patient's left cornea and conjunctiva appeared healthy, we performed CLET with Nepic(®) 3 years after the limbal transplantation. CONCLUSIONS: When using Nepic(®), it is essential to become accustomed to handling the cultivated epithelial sheet on the ring-shaped holder; however, cultivated corneal epithelium transplantation can also be performed without the carrier material, but rather as a sheet. Though the corneal surface appeared smooth and shiny at 7 months postoperatively, we seek to determine whether the epithelial cells on the patient's cornea are of corneal or conjunctival origin without resorting to invasive procedures, such as biopsy.",2025,Fujita medical journal,10.20407/fmj.2024-031,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,carrier; sheet; construct; corneal epithelium; limbal; limbal stem; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0987,41068622,Limbal stem cell sheet bandage for short-term treatment of corneal regeneration.,"This study investigates a novel short-term treatment for Limbal Stem Cell Deficiency (LSCD) using a limbal stem cell (LSC) sheet bandage. The method utilizes polytetrafluoroethylene (PTFE) membranes to harvest and transplant LSC sheets for corneal surface regeneration. In cases where autologous tissue was not available, limbal biopsies obtained from patients' relatives were cultured to generate LSC sheets, which were subsequently transferred onto PTFE scaffolds using a bottom-up cell transfer technique. Eight patients with treatment-resistant, end-stage LSCD underwent the procedure and examined during a six-months follow-up. Pre-transplantation assessments confirmed the viability and marker expression of the LSCs. Immunocytochemistry and microscopy validated the structural integrity of the LSC sheets on PTFE, and toxicity assays indicated the scaffold's biocompatibility. Post-operative evaluations showed improvements or stabilization in visual acuity, along with a reduction in the use of lubricating eye drops during a 1-month period. No immediate severe complications were observed. Short-term outcomes were promising, showing corneal surface regeneration and improved patient satisfaction and quality of life. However, long-term success varied at the 6- month follow-up. This LSC sheet bandage acted as a cellular bandage, rapidly restoring the corneal surface and facilitating further therapeutic procedures. The technique may serve as a potential interim solution for patients ineligible for conventional corneal transplants. TRIAL REGISTRATION: The study was registered in the Iranian Registry of Clinical Trials (IRCT) on 2020-05-06 (approval number: IRCT20180724040574N1).",2025,BMC ophthalmology,10.1186/s12886-025-04417-w,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; membrane; sheet; limbal; limbal stem; lsc; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_1023,41471055,Generation of a Bioengineered Substitute of the Human Sclero-Corneal Limbus Using a Novel Decellularization Method.,"Background: Severe dysfunction of the human limbus associated with limbal stem cell deficiency is a therapeutic challenge, especially when a structural alteration of the limbal niche is associated. Methods: We have evaluated seven decellularization protocols applied to 20 human sclero-corneal limbus, based on the use of SDS (protocol P1), SDS + NaCl (P2), SDS + triton X-100 + SDC + enzymatic treatment (P3), SDS + triton X-100 + SDC + enzymatic treatment + trypsin (P4), sulfobetains + DNAse (P5), sulfobetains + SDC + DNAse (P6) and SDC + DNAse (P7). The decellularization efficiency of each protocol, biocompatibility and safety, as well as their capability to support cell attachment and differentiation, were evaluated. Results: Results showed that the use of protocols P1 to P4, based on strong ionic detergents such as SDS, was not efficient for decellularizing the human limbus. Conversely, protocols P5, P6 and P7 removed more than 95% of DNA while preserving 60-100% of the extracellular matrix components. These protocols were biocompatible, as macrophages cultured with decellularized scaffolds were viable and differentiated to the pro-regenerative M2 phenotype (CD163/CD86 ratio > 2) without inducing a significant increase in reactive oxygen species (ROS). Protocols P6 and P7 supported cell attachment, survival and differentiation of corneal epithelial cells and four types of mesenchymal stem cells cultured on the surface of these scaffolds. Cellularized limbi showed positive expression of several limbal cell markers, especially in scaffolds decellularized with protocol P6. Conclusions: These results support the use of protocol P6 for the generation of human limbal substitutes by tissue engineering using decellularized human limbi. Future studies should determine the clinical potential of the regenerative biomaterial generated in patients with structural limbal damage, particularly in patients with chemical burns and aniridia, where conventional stem cell therapies fail.",2025,Pharmaceutics,10.3390/pharmaceutics17121540,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; decellularized; corneal epithelial; limbal; limbal stem; rat; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_1044,41595971,"A Randomized, Double-Blind, Contralateral Eye Study Comparing the Clinical Outcomes of Two Types of Silicone Hydrogel Bandage Contact Lenses After Transepithelial Photorefractive Keratectomy.","BACKGROUND: To compare clinical outcomes of Lotrafilcon A and Balafilcon A silicone hydrogel bandage contact lenses (BCLs) following transepithelial photorefractive keratectomy (TPRK). METHODS: A randomized, double-blind, contralateral eye study enrolled 41 TPRK patients (82 eyes), with each eye randomly assigned one BCL type. Assessments included uncorrected (UDVA) and corrected (CDVA) distance visual acuity, ocular pain and irritation, epithelial healing, limbal and conjunctival hyperemia, lens mobility, and the amount of protein deposition on the BCLs. RESULTS: Postoperative day 1 pain score was lower in Group A (2.80 ± 2.35) than in Group B (4.44 ± 2.46, p = 0.003). Group A had significantly less protein deposition (day 3: 9.92 ± 9.82 vs. 25.75 ± 9.86 μg, p < 0.001; day 4: 9.47 ± 10.06 vs. 32.60 ± 16.71 μg, p = 0.005). No statistically significant differences were observed between the two groups in terms of corneal epithelial defect area, corneal epithelial healing time, UDVA, CDVA, limbal or conjunctival hyperemia, and lens movement. CONCLUSIONS: Lotrafilcon A outperformed Balafilcon A in reducing ocular pain, foreign body sensation, and protein deposition, suggesting that Lotrafilcon A may be a more suitable therapeutic BCL option following TPRK.",2025,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering13010039,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; contact lens; corneal epithelial; limbal; rat; clinical,Add to core candidate,Exclude/background,Bandage contact lens clinical comparison; not tissue engineering.
PUBMED_1054,41769943,Thermosensitive Chitosan-Hyaluronic Acid Hydrogel for Sustained Betamethasone and Levofloxacin Delivery in Corneal Wound Healing.,"PURPOSE: This research designed a thermosensitive chitosan-hyaluronic acid (Ch-HA) hydrogel for the dual controlled release of betamethasone and levofloxacin to improve corneal wound healing and inhibit subsequent infections. METHODS: Ch (2% w/v) and HA (10% w/v) solutions were neutralized with varying concentrations of β-glycerophosphate. The optimal formulation was characterized for gelation time, swelling, degradation, morphology, cytocompatibility, drug release profiles, and antimicrobial activity. In vivo healing was assessed in a rabbit corneal burn model using fluorescein staining, histology, and cytokine analysis. RESULTS: Hydrogels with 35% β-glycerophosphate provided an 8-minute gelation time, low cytotoxicity, and favorable swelling/degradation profiles. In vitro release kinetics showed a release profile extending over 24 hours, reaching 49.6% for levofloxacin and 30.3% for betamethasone after 24 hours. The dual-loaded hydrogel exhibited effective antibacterial zones against Staphylococcus aureus (17.8 ± 1.5 mm), Escherichia coli (14.2 ± 1.8 mm), and Staphylococcus epidermidis (11.9 ± 0.8 mm). The antibacterial efficacy was comparable with the levofloxacin-only control for S. aureus and E. coli (P > 0.05), although slightly reduced for S. epidermidis (P < 0.05). In vivo, the Ch-HA-35-beta-levo group accelerated re-epithelialization (4.3 ± 0.6 days vs. 7.3 ± 0.6 days in untreated controls; P < 0.01). Histological analysis revealed significantly reduced epithelial thickening (56.5 ± 2.1 µm vs. 72.7 ± 2.1 µm; P < 0.001), and molecular analysis confirmed a significant downregulation of inflammatory markers, showing a 59% reduction in tumor necrosis factor-α and a 54% reduction in interleukin-6 expression (P < 0.05). CONCLUSIONS: The thermosensitive Ch-HA hydrogel demonstrated promising physicochemical properties, controlled release kinetics, effective antimicrobial efficacy, and accelerated corneal healing, offering a combined therapeutic approach to simultaneously manage inflammation and infection in corneal injuries. TRANSLATIONAL RELEVANCE: This instillable in situ gelling drug delivery system bridges laboratory innovation with clinical application by providing a sustained-release platform that simultaneously addresses inflammation and infection, offering a convenient once-daily regimen compared with the frequent instillation required by conventional eye drops that may improve patient compliance.",2026,Translational vision science & technology,10.1167/tvst.15.3.2,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; re-epithelialization; wound healing; rabbit; rat; in vivo,Add to core candidate,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
PUBMED_1064,41886813,Wet-stable PLGA-PCL electrospun membranes as synthetic scaffolds for corneal applications.,"Corneal impairment is the fourth leading cause of blindness worldwide. Current therapies often use biodegradable amniotic membranes (AMs) to assist in transferring limbal stem cells or explants to the cornea. Surgeons have extensive experience with these, but they are human biological tissue and must be sourced and used under tissue bank conditions to reduce the risk of disease transmission. Thus, accessibility and safety remain concerns in their use. Accordingly, the development of synthetic scaffolds to support limbal tissue outgrowth is an attractive, reproducible and accessible alternative. This group has made good progress towards this membrane design using a Polylactide-co-Glycolide (PLGA) electrospun membrane but has identified problems with handling and integrity of the membrane once wet. Our aim, therefore, is to improve the integrity and pliability of these cell delivery membranes in wet environments without compromising their ability to act as cell carriers for corneal regeneration. Electrospun scaffolds with different mechanical properties were manufactured by blending different concentrations of PLGA and Polycaprolactone (PCL). All the manufactured membranes supported cell outgrowth when tested with porcine and human limbal explants. Scaffolds were characterised under dry and wet conditions using scanning electron microscopy and uniaxial tensile testing. Blends with a relatively high proportion of PCL (30%) were able to maintain their mechanical properties under both dry and wet conditions and were flexible in handling. This study demonstrates that PLGA-PCL electrospun membranes with 30% PCL content retain good mechanical properties in a wet environment, making them easy to handle while retaining the ability to support limbal tissue attachment and cell outgrowth. This makes them a viable synthetic alternative to the AM.",2026,"Biomedical materials (Bristol, England)",10.1088/1748-605X/ae57f1,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; carrier; membrane; limbal; limbal stem; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0350,33090421,Gelatin methacryloyl hydrogel eye pad loaded with amniotic extract prevents symblepharon in rabbit eyes.,"OBJECTIVE: The aim was to evaluate the ability of gelatin methacryloyl (GelMA) hydrogel eye pads loaded with amniotic extract to prevent symblepharon in rabbits. MATERIALS AND METHODS: Forty-eight rabbits were divided into 3 groups. After ocular alkali burn, Group A (n=16) was treated with amniotic extract-loaded hydrogel eye pads placed in the conjunctival sac, Group B (n=16) was treated with amniotic membrane transplantation, and Group C (n=16) received no treatment. At 1, 2, 3, and 4 weeks post-injury, 4 rabbits from each group were selected to evaluate for symblepharon, determine epithelial healing rate and corneal neovascularization, conduct histopathology, and to quantify the expression of TGF-β1. RESULTS: At 1 week post-injury, the epithelial healing rate in Groups A and B was higher than Group C (p=0.002, 0.001, respectively). At 2 weeks, corneal neovascularization in Group B was less than Group C (p=0.004). At 3 and 4 weeks, no symblepharon has been found in Group A, but it was found in some eyes in Group B and C (p=0.009, 0.013). Further, the expression of TGF-β1 in Group A was lower than in Group B and C (p<0.001). H&E staining showed that the controls in Group C had more edema and inflammatory cell infiltration in the first 2 weeks, relative to Groups A and B. At 4 weeks, Masson's Trichrome staining showed that fibers were most regularly aligned in Group A and that immuno-histochemical staining found that proliferating cell nuclear antigen was highest expressed in Group C. CONCLUSIONS: Treatment with GelMA hydrogel eye pads loaded with amniotic extract shortly after chemical injury prevented symblepharon in rabbits.",2020,European review for medical and pharmacological sciences,10.26355/eurrev_202010_23233,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",2,membrane; hydrogel; amniotic membrane; rabbit; rat; transplantation,Manual check,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
